ecosystem_type,site,asset_id,area_ha,ci_canopy_height,ci_canopy_cover,ci_agbd,ci_pai,condition_index_composite,gedi_confidence,year
Mangrove Forests (MFT1.2),Save,1,841.205834,0.16362745099999998,0,0.07251727957894738,0,0.05903618264473684,MEDIUM,2025
Mangrove Forests (MFT1.2),Save,2,26.61711,0.10625000000000002,0,0.07720433684210527,0.06001337948717948,0.06086692908232119,LOW,2025
Mangrove Forests (MFT1.2),Save,3,103.703223,0.39972222225000004,0.2065901892307693,0.23507075442105263,0.8678800138461539,0.42731579493699395,LOW,2025
Mangrove Forests (MFT1.2),Save,4,5.86617,0.13249999999999998,0,0.08076887368421053,0.05260033333333333,0.06646730175438595,LOW,2025
Mangrove Forests (MFT1.2),Save,5,116.975614,0.19823529408333332,0,0.10102901884210526,0.20467906153846155,0.12598584361597504,MEDIUM,2025
Mangrove Forests (MFT1.2),Save,6,248.231243,0.13658602150000002,0,0.042953598778947374,0,0.044884905069736844,HIGH,2025
Mangrove Forests (MFT1.2),Save,7,235.564255,0.12928571425,0,0.07549576389473685,0.05883074923076923,0.06590305684387653,MEDIUM,2025
Mangrove Forests (MFT1.2),Save,8,299.376863,0.2713888889166667,0.042820315384615434,0.16579000000000002,0.6374595384615385,0.27936468569070516,MEDIUM,2025
