area_ha,BUFF_DIST,mean_rh100,mean_L4A_agbd,mean_L4A_agbd_se,mean_L2B_cover,mean_L2B_pai,mean_L4A_carbono_mgha,Point_Count
1877.540311,25,5.066190476,12.62878137,15.96002321,0.08771238,0.286595173,5.935527235,84
