Area_ha,BUFF_DIST,mean_rh100,mean_L4A_agbd,mean_L4A_agbd_se,mean_L2B_cover,mean_L2B_pai,mean_L4A_carbono_mgha,Point_Count
1068.758627,25,5.271384615,10.95116339,14.16464776,0.048707983,0.120399035,5.147046771,195
