FID_Reef_f,Sites,Station,Latitude,Longitude,FID_WDPA_W,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT,SHAPE_Leng,SHAPE_Area
18,AMBOLAFOTY,Ambolafoty,-25.09566,44.11958,142,555785986,555785986,PA,Nosy Ve Androka,Nosy Ve Androka,Parc National,National Park,National,II,Not Applicable,Marine,0,912.0601316,914.45,912.8087938,Not Reported,0,Designated,2015,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Ministry of Environment and Sustainable Development, MNP,Not Reported,State Verified,390,MDG,MDG,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
18,AMBOLAFOTY,Ambolafoty,-25.09566,44.11958,166,555795268,555795268,PA,Barrière de Corail Nosy Ve Androka,Barrière de Corail Nosy Ve Androka,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,II,"(i);(ii);(iii);(iv);(vii);(viii)",Marine,0,912.2152388,914.45,912.9672143,Not Reported,0,Designated,2017,Not Reported,Not Applicable,State,Not Applicable,"Adresse 1 : Lot AI 10C Ambatobe
Adresse 2 : Madagascar National Parks Nosy Ve Androka",Site management information available at: https://rsis.ramsar.org/ris/2285,State Verified,2123,MDG,MDG,More information available at: https://rsis.ramsar.org/ris/2285,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
13,AMBITIKY,Ambitiky II,-24.32627,43.66526,142,555785986,555785986,PA,Nosy Ve Androka,Nosy Ve Androka,Parc National,National Park,National,II,Not Applicable,Marine,0,912.0601316,914.45,912.8087938,Not Reported,0,Designated,2015,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Ministry of Environment and Sustainable Development, MNP,Not Reported,State Verified,390,MDG,MDG,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
13,AMBITIKY,Ambitiky II,-24.32627,43.66526,166,555795268,555795268,PA,Barrière de Corail Nosy Ve Androka,Barrière de Corail Nosy Ve Androka,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,II,"(i);(ii);(iii);(iv);(vii);(viii)",Marine,0,912.2152388,914.45,912.9672143,Not Reported,0,Designated,2017,Not Reported,Not Applicable,State,Not Applicable,"Adresse 1 : Lot AI 10C Ambatobe
Adresse 2 : Madagascar National Parks Nosy Ve Androka",Site management information available at: https://rsis.ramsar.org/ris/2285,State Verified,2123,MDG,MDG,More information available at: https://rsis.ramsar.org/ris/2285,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
12,AMBITIKY,Ambitiky I,-24.32258,43.66449,142,555785986,555785986,PA,Nosy Ve Androka,Nosy Ve Androka,Parc National,National Park,National,II,Not Applicable,Marine,0,912.0601316,914.45,912.8087938,Not Reported,0,Designated,2015,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Ministry of Environment and Sustainable Development, MNP,Not Reported,State Verified,390,MDG,MDG,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
12,AMBITIKY,Ambitiky I,-24.32258,43.66449,166,555795268,555795268,PA,Barrière de Corail Nosy Ve Androka,Barrière de Corail Nosy Ve Androka,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,II,"(i);(ii);(iii);(iv);(vii);(viii)",Marine,0,912.2152388,914.45,912.9672143,Not Reported,0,Designated,2017,Not Reported,Not Applicable,State,Not Applicable,"Adresse 1 : Lot AI 10C Ambatobe
Adresse 2 : Madagascar National Parks Nosy Ve Androka",Site management information available at: https://rsis.ramsar.org/ris/2285,State Verified,2123,MDG,MDG,More information available at: https://rsis.ramsar.org/ris/2285,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
10,AMBOLA,Magnangatse,-24.07941,43.66602,142,555785986,555785986,PA,Nosy Ve Androka,Nosy Ve Androka,Parc National,National Park,National,II,Not Applicable,Marine,0,912.0601316,914.45,912.8087938,Not Reported,0,Designated,2015,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Ministry of Environment and Sustainable Development, MNP,Not Reported,State Verified,390,MDG,MDG,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
10,AMBOLA,Magnangatse,-24.07941,43.66602,166,555795268,555795268,PA,Barrière de Corail Nosy Ve Androka,Barrière de Corail Nosy Ve Androka,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,II,"(i);(ii);(iii);(iv);(vii);(viii)",Marine,0,912.2152388,914.45,912.9672143,Not Reported,0,Designated,2017,Not Reported,Not Applicable,State,Not Applicable,"Adresse 1 : Lot AI 10C Ambatobe
Adresse 2 : Madagascar National Parks Nosy Ve Androka",Site management information available at: https://rsis.ramsar.org/ris/2285,State Verified,2123,MDG,MDG,More information available at: https://rsis.ramsar.org/ris/2285,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
11,AMBOLA,Vavan'ambola,-24.07383,43.67011,142,555785986,555785986,PA,Nosy Ve Androka,Nosy Ve Androka,Parc National,National Park,National,II,Not Applicable,Marine,0,912.0601316,914.45,912.8087938,Not Reported,0,Designated,2015,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Ministry of Environment and Sustainable Development, MNP,Not Reported,State Verified,390,MDG,MDG,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
11,AMBOLA,Vavan'ambola,-24.07383,43.67011,166,555795268,555795268,PA,Barrière de Corail Nosy Ve Androka,Barrière de Corail Nosy Ve Androka,Wetland of International Importance (Ramsar Site),Wetland of International Importance (Ramsar Site),International,II,"(i);(ii);(iii);(iv);(vii);(viii)",Marine,0,912.2152388,914.45,912.9672143,Not Reported,0,Designated,2017,Not Reported,Not Applicable,State,Not Applicable,"Adresse 1 : Lot AI 10C Ambatobe
Adresse 2 : Madagascar National Parks Nosy Ve Androka",Site management information available at: https://rsis.ramsar.org/ris/2285,State Verified,2123,MDG,MDG,More information available at: https://rsis.ramsar.org/ris/2285,Not Applicable,Not Applicable,Not Applicable,3.122204466,0.081621219
