site,n_assets,total_area_ha,mean_rh100_wtd,mean_agbd_wtd,mean_cover_wtd,mean_pai_wtd,ci_canopy_height_wtd,ci_canopy_cover_wtd,ci_agbd_wtd,ci_pai_wtd,condition_index_composite_wtd
Morrumbene,3,1068.758627,5.277247012925111,10.957137429282593,0.048418276724847165,0.12003726353865184,0.18977058441042594,0,0.06270670978192203,0.03591654540443683,0.07209845989919621
Save,8,1877.5403119999999,5.2465463521397195,13.996671854424555,0.10910159408031647,0.3801223448261942,0.18721219601164335,0.018238479321624,0.0947018089939427,0.17072838074855107,0.11772021626894026
